IRUC;NROESTABLEC;CIIU;CCDD;CCPP;CCDI;CODORGJURIDICA;CODREGPROPIEDAD;FecAniversario;CODSECTOR;CODFORMATO;texto1;texto2;texto3;texto4;FAC_EXP
00000155507;000;4630;17;01;01;14;07;2017;004;M;1;1;00;00;8.5
00000013927;000;8521;12;01;14;14;07;1940;003;F2;1;1;00;00;8
00000014116;000;8521;15;01;40;14;07;1957;003;F2;1;1;00;00;7.6
00000045712;000;8521;15;01;08;14;07;1963;003;F2;1;1;00;00;7.6
00000024725;000;4923;15;01;40;14;07;2001;013;M;1;1;00;00;57.78
00000012662;000;8521;08;01;01;14;07;1993;003;F2;1;1;00;00;5
00000044578;000;8521;15;01;01;14;07;1984;003;M;1;1;00;00;47.866667
00000178537;000;4662;11;01;01;14;07;2017;004;M;1;1;00;00;25.1666666666667
00000013956;000;8521;02;01;01;14;07;1962;003;F2;1;1;00;00;2.5
00000152247;000;9609;15;01;22;14;07;2016;016;F2;1;1;00;00;2.083333
00000121588;000;4100;15;01;22;14;07;2015;005;F2;1;1;00;00;2.0421686746988
00000152702;000;4100;15;01;31;14;07;2017;005;F2;1;1;00;00;2.0421686746988
00000155245;000;4100;15;01;31;14;07;2010;005;F2;1;1;00;00;2.0421686746988
00000159456;000;4100;15;01;31;14;07;2018;005;F2;1;1;00;00;2.0421686746988
00000159783;000;4100;15;01;31;14;07;2018;005;F2;1;1;00;00;2.0421686746988
00000016673;000;8530;02;18;01;14;07;1996;014;F2;1;1;00;00;2
00000169248;000;8510;15;08;01;14;07;2009;003;M;1;1;00;00;16.666667
00000175668;000;4661;02;01;05;14;07;2017;004;M;1;1;00;00;14.5555555555556
00000087520;000;8510;04;07;01;14;07;1905;003;M;1;1;00;00;120
00000173630;000;7730;06;01;01;14;07;2010;016;M;1;1;00;00;11.181818
00000015822;000;8510;13;01;01;14;07;1952;003;F2;1;1;00;00;11
00000013804;000;8510;15;01;28;14;07;1966;003;F2;1;1;00;00;10.9375
00000158067;000;6810;15;01;22;14;07;2012;016;F2;1;1;00;00;1.921569
00000048463;000;0321;15;01;22;14;07;2004;010;A;1;1;00;00;1.71428571428571
00000152397;000;4100;25;01;01;14;07;2016;005;F2;1;1;00;00;1.66666666666667
00000113806;000;8299;15;01;01;14;07;2012;016;F2;2;1;00;00;1.5
00000027822;000;8220;15;01;22;14;07;2007;016;F2;1;1;00;00;1.5
00000028811;000;8220;15;01;01;14;07;2009;016;F2;1;1;00;00;1.5
00000109048;000;8220;15;01;31;14;07;2004;016;F2;1;1;00;00;1.5
00000026574;000;7020;15;01;31;14;07;2005;016;F2;1;1;00;00;1.276316
00000029991;000;7490;15;01;31;14;07;2010;016;F2;1;1;00;00;1.25
00000177454;000;4690;15;01;22;14;07;2015;004;F1;1;1;00;00;1.24135393671818
00000027851;000;4290;15;01;03;14;07;2007;005;F2;1;1;00;00;1.22680412371134
00000159794;000;4290;15;01;41;14;07;2018;005;F2;1;1;00;00;1.22680412371134
00000155102;000;4220;15;01;31;14;07;2018;005;F2;1;1;00;00;1.22680412371134
00000175795;000;4220;15;01;22;14;07;2017;005;F2;1;1;00;00;1.22680412371134
00000175936;000;4220;15;01;16;14;07;2017;005;F2;1;1;00;00;1.22680412371134
00000176299;000;4220;15;01;30;14;07;2018;005;F2;1;1;00;00;1.22680412371134
00000011686;000;4210;15;01;31;14;07;1993;005;F2;1;1;00;00;1.22680412371134
00000028902;000;4210;15;01;31;14;07;2010;005;F2;1;1;00;00;1.22680412371134
00000113550;000;4210;15;01;31;14;07;2013;005;F2;1;1;00;00;1.22680412371134
00000118727;000;4210;15;01;31;14;07;2012;005;F2;1;1;00;00;1.22680412371134
00000122024;000;4210;15;01;31;14;07;2014;005;F2;2;1;00;00;1.22680412371134
00000122346;000;4210;15;01;31;14;07;2014;005;F2;1;1;00;00;1.22680412371134
00000152217;000;4210;15;01;31;14;07;2015;005;F2;1;1;00;00;1.22680412371134
00000152694;000;4210;15;01;31;14;07;2017;005;F2;1;1;00;00;1.22680412371134
00000158836;000;4210;15;01;22;14;07;2015;005;F2;1;1;00;00;1.22680412371134
00000176357;000;4210;15;01;22;14;07;2018;005;F2;1;1;00;00;1.22680412371134
00000120541;000;4390;15;01;22;14;07;2015;005;F2;1;1;00;00;1.20588235294118
00000121653;000;4390;15;01;31;14;07;2015;005;F2;1;1;00;00;1.20588235294118
00000024843;000;3600;15;01;31;14;07;2001;016;F2;1;1;00;00;1.2
00000157983;000;7110;07;01;01;14;07;2011;016;F2;1;1;00;00;1.142857
00000115261;000;5120;07;01;01;14;07;2011;013;F2;1;1;00;00;1.111111
00000009904;000;4530;15;01;01;14;07;1978;004;F1;1;1;00;00;1.1027027027027
00000021576;000;0620;15;01;31;14;07;2000;008;F2;1;1;00;00;1.04545454545455
00000012697;000;8549;15;01;30;14;07;1984;003;F2;1;1;00;00;1.021277
00000013376;000;8530;15;01;12;14;07;1961;014;F2;1;1;00;00;1.021277
00000025437;000;8530;15;01;17;14;07;1999;014;F2;1;1;00;00;1.021277
00000012363;000;8521;15;01;31;14;07;1936;003;F2;1;1;00;00;1.021277
00000013093;000;8521;15;01;31;14;07;1965;003;F2;1;1;00;00;1.021277
00000014131;000;8521;15;01;40;14;07;1927;003;F2;1;1;00;00;1.021277
00000014138;000;8521;15;01;14;14;07;1893;003;F2;1;1;00;00;1.021277
00000014224;000;8521;15;01;40;14;07;1980;003;F2;1;1;00;00;1.021277
00000012070;000;8510;15;01;22;14;07;1993;003;F2;1;1;00;00;1.021277
00000012208;000;8510;15;01;22;14;07;1923;003;F2;1;1;00;00;1.021277
00000013707;000;8510;15;01;31;14;07;1918;003;F2;1;1;00;00;1.021277
00000013738;000;8510;15;01;40;14;07;1988;003;F2;1;1;00;00;1.021277
00000013818;000;8510;15;01;13;14;07;1957;003;F2;1;1;00;00;1.021277
00000014329;000;8510;15;01;30;14;07;1965;003;F2;1;1;00;00;1.021277
00000012809;000;8530;23;01;01;14;07;1985;014;F2;1;1;00;00;1
00000013837;000;8530;04;01;01;14;07;1961;014;F2;1;1;00;00;1
00000014408;000;8530;20;01;01;14;07;1969;014;F2;1;1;00;00;1
00000012877;000;8521;04;01;01;14;07;1901;003;F2;1;1;00;00;1
00000014313;000;8521;04;01;01;14;07;1961;003;F2;1;1;00;00;1
00000032639;000;8521;14;01;12;14;07;1966;003;F2;1;1;00;00;1
00000011770;000;8510;14;01;01;14;07;1948;003;F2;1;1;00;00;1
00000013832;000;8510;13;01;01;14;07;1960;003;F2;1;1;00;00;1
00000166662;000;7110;15;01;01;14;07;2015;016;M;1;1;00;00;1
00000010134;000;5110;15;01;40;14;07;1954;013;F2;1;1;00;00;1
00000011086;000;5110;15;01;31;14;07;1990;013;F2;1;1;00;00;1
00000016458;000;5110;15;01;22;14;07;1992;013;F2;1;1;00;00;1
00000032891;000;5110;15;01;40;14;07;1951;013;F2;1;1;00;00;1
00000145681;000;5110;15;01;31;14;07;2014;013;F2;1;1;00;00;1
00000178548;000;5110;15;01;22;14;07;2017;013;F2;1;1;00;00;1
00000159568;000;4220;15;01;22;14;07;2017;005;F2;1;1;00;00;1
00000159620;000;4220;15;01;30;14;07;2017;005;M;2;1;00;00;1
00000121560;000;4210;15;01;31;14;07;2015;005;F2;1;1;00;00;1
00000152228;000;4210;15;01;31;14;07;2015;005;F2;1;1;00;00;1
00000159520;000;4210;20;01;01;14;07;2017;005;M;3;1;00;00;1
00000121174;000;4100;15;01;22;14;07;2013;005;F2;1;1;00;00;1
00000159772;000;4100;15;01;30;14;07;2018;005;M;1;1;00;00;1
00000175925;000;4100;25;01;01;14;07;2017;005;F2;2;1;00;00;1
00000013870;000;8510;05;01;01;14;06;1968;003;F2;1;1;00;00;3
00000149186;000;4100;15;01;03;14;06;2013;005;F2;1;1;00;00;2.0421686746988
00000159643;000;4100;15;01;22;14;06;2017;005;F2;2;1;00;00;2.0421686746988
00000121460;000;8299;15;01;01;14;06;2014;016;F2;1;1;00;00;1.5
00000023629;000;4390;15;01;31;14;06;2008;005;F2;1;1;00;00;1.20588235294118
00000159799;000;4390;15;01;03;14;06;2018;005;F2;1;1;00;00;1.20588235294118
00000120434;000;4329;15;01;22;14;06;2015;005;F2;1;1;00;00;1.20588235294118
00000013714;000;8521;15;01;14;14;06;1930;003;F2;1;1;00;00;1.021277
00000013112;000;8510;15;01;05;14;06;1926;003;F2;1;1;00;00;1.021277
00000176187;000;4290;15;01;20;14;06;2018;005;F2;1;1;00;00;1
00000156156;000;8521;24;03;01;14;05;1980;003;M;1;1;00;00;5.5
00000036662;000;8510;15;01;15;14;05;1962;003;F2;1;1;00;00;10.9375
00000122187;000;7490;15;01;01;14;04;2015;016;F2;2;1;00;00;1.25
00000010121;000;6202;15;01;31;14;04;1955;016;F2;1;1;00;00;1.209877
00000121220;000;4390;15;01;31;14;04;2014;005;F2;2;1;00;00;1
00000172142;000;4659;07;01;02;14;02;2010;004;F1;1;1;00;00;8.76470588235294
00000121573;000;7110;15;01;31;14;02;2009;016;F2;1;1;00;00;23.65
00000171659;000;7490;15;01;22;14;02;2012;016;F2;1;1;00;00;2.944444
00000032125;000;4100;15;01;22;14;02;2010;005;F2;1;1;00;00;2.0421686746988
00000116058;000;4100;15;01;22;14;02;2012;005;F2;1;1;00;00;2.0421686746988
00000159832;000;4100;15;01;31;14;02;2018;005;F2;1;1;00;00;2.0421686746988
00000117631;000;6810;15;01;40;14;02;2001;016;F2;1;1;00;00;17.310345
00000176608;000;7110;15;01;31;14;02;2014;016;F2;1;1;00;00;17.25
00000146471;000;6209;15;01;22;14;02;2013;016;F2;1;1;00;00;16.0625
00000175828;000;6202;15;01;31;14;02;2017;016;F2;1;1;00;00;16.0625
00000176070;000;4630;15;01;40;14;02;2018;004;F1;1;1;00;00;15.1008771929825
00000178825;000;7310;15;01;31;14;02;2017;016;F2;1;1;00;00;11.117647
00000138925;000;8299;15;01;31;14;02;2014;016;F2;1;1;00;00;1.5
00000027730;000;8220;15;01;01;14;02;2007;016;F2;1;1;00;00;1.5
00000110574;000;8220;15;01;01;14;02;2012;016;F2;1;1;00;00;1.5
00000025888;000;7110;15;01;40;14;02;2003;016;F2;1;1;00;00;1.377358
00000028927;000;7110;15;01;22;14;02;2010;016;F2;1;1;00;00;1.377358
00000113189;000;7110;15;01;40;14;02;2011;016;F2;1;2;11;17;1.377358
00000119227;000;7110;15;01;20;14;02;2011;016;F2;2;1;00;00;1.377358
00000120557;000;7110;15;01;31;14;02;2009;016;F2;1;1;00;00;1.377358
00000134406;000;7110;15;01;22;14;02;2013;016;F2;1;1;00;00;1.377358
00000151521;000;7110;15;01;31;14;02;2013;016;F2;1;1;00;00;1.377358
00000157782;000;7110;15;01;31;14;02;2010;016;F2;1;1;00;00;1.377358
00000173678;000;7110;15;01;22;14;02;2008;016;F2;1;1;00;00;1.377358
00000177947;000;7110;15;01;31;14;02;2018;016;F2;1;1;00;00;1.377358
00000145677;000;1079;15;01;14;14;02;2014;011;D2;1;1;00;00;1.34210526315789
00000177494;000;2512;15;01;22;14;02;2015;011;D2;1;1;00;00;1.25454545454545
00000025199;000;4690;15;01;01;14;02;2002;004;F1;1;1;00;00;1.24135393671818
00000027818;000;4690;15;01;22;14;02;2007;004;F1;1;1;00;00;1.24135393671818
00000159151;000;4690;15;01;31;14;02;2016;004;F1;1;1;00;00;1.24135393671818
00000019449;000;4662;15;01;40;14;02;1999;004;F1;1;1;00;00;1.24135393671818
00000018248;000;4659;15;01;31;14;02;1998;004;F1;1;1;00;00;1.24135393671818
00000025406;000;4652;15;01;31;14;02;2003;004;F1;1;1;00;00;1.24135393671818
00000116661;000;4652;15;01;22;14;02;2013;004;F1;1;1;00;00;1.24135393671818
00000026825;000;4651;15;01;31;14;02;2005;004;F1;1;1;00;00;1.24135393671818
00000010222;000;4649;15;01;31;14;02;1969;004;F1;1;1;00;00;1.24135393671818
00000026064;000;4649;15;01;40;14;02;2004;004;F1;1;1;00;00;1.24135393671818
00000120596;000;4649;15;01;31;14;02;2013;004;F1;1;1;00;00;1.24135393671818
00000122232;000;4649;15;01;01;14;02;2015;004;F1;1;1;00;00;1.24135393671818
00000027049;000;4773;15;01;40;14;02;2005;004;F1;1;1;00;00;1.23098591549296
00000014130;000;4659;15;01;08;14;02;2000;004;F1;1;1;00;00;1.23098591549296
00000027654;000;4290;15;01;30;14;02;2006;005;F2;1;1;00;00;1.22680412371134
00000159225;000;4290;15;01;31;14;02;2016;005;F2;1;1;00;00;1.22680412371134
00000175904;000;4290;15;01;20;14;02;2017;005;F2;1;1;00;00;1.22680412371134
00000017225;000;4220;15;01;31;14;02;1997;005;F2;1;1;00;00;1.22680412371134
00000159762;000;4220;15;01;31;14;02;2018;005;F2;1;1;00;00;1.22680412371134
00000014826;000;7730;15;01;40;14;02;1994;016;F2;1;1;00;00;1.217391
00000158322;000;4390;15;01;31;14;02;2014;005;F2;1;1;00;00;1.20588235294118
00000124583;000;4329;15;01;13;14;02;2013;005;F2;1;1;00;00;1.20588235294118
00000113355;000;4321;15;01;31;14;02;2012;005;F2;1;1;00;00;1.20588235294118
00000121956;000;1811;15;01;31;14;02;2015;011;D2;1;1;00;00;1.16666666666667
00000167019;000;1811;15;01;31;14;02;2016;011;D2;1;1;00;00;1.16666666666667
00000017062;000;5012;15;01;31;14;02;1997;013;F2;1;1;00;00;1.142857
00000031895;000;5120;07;01;01;14;02;2007;013;F2;1;1;00;00;1.111111
00000151945;000;5120;07;01;01;14;02;2015;013;F2;2;1;00;00;1.111111
00000018153;000;5110;07;01;01;14;02;1998;013;F2;1;1;00;00;1.111111
00000117155;000;4530;15;01;34;14;02;2011;004;F1;1;1;00;00;1.1027027027027
00000015453;000;0620;15;01;31;14;02;1995;008;F2;1;1;00;00;1.04545454545455
00000014325;000;0610;15;01;22;14;02;1994;008;F2;1;1;00;00;1.04545454545455
00000016203;000;0610;15;01;31;14;02;1996;008;F2;1;1;00;00;1.04545454545455
00000016265;000;0610;15;01;31;14;02;1996;008;F2;1;1;00;00;1.04545454545455
00000016847;000;0610;15;01;31;14;02;1996;008;F2;1;1;00;00;1.04545454545455
00000010136;000;7310;15;01;22;14;02;1952;016;M;3;1;00;00;1
00000110572;000;7020;15;01;01;14;02;2012;016;F2;1;1;00;00;1
00000121989;000;6209;15;01;40;14;02;2007;016;F2;1;1;00;00;1
00000013353;000;5120;15;01;31;14;02;1982;013;F2;1;1;00;00;1
00000009948;000;5110;15;01;31;14;02;1963;013;F2;1;1;00;00;1
00000011007;000;5110;15;01;31;14;02;1995;013;F2;1;1;00;00;1
00000016231;000;5110;15;01;31;14;02;1995;013;F2;1;1;00;00;1
00000026374;000;5110;15;01;22;14;02;2004;013;F2;1;1;00;00;1
00000028151;000;5110;15;01;31;14;02;2007;013;F2;1;1;00;00;1
00000109938;000;5110;15;01;22;14;02;2010;013;F2;1;1;00;00;1
00000121369;000;5110;15;01;01;14;02;2013;013;F2;1;1;00;00;1
00000152347;000;5110;15;01;22;14;02;2016;013;F2;1;1;00;00;1
00000168752;000;4530;15;01;03;14;02;2006;004;F1;1;1;00;00;1
00000119258;000;4100;15;01;22;14;02;2012;005;M;2;1;00;00;1
00000110313;000;0910;15;01;15;14;02;2011;008;F2;1;1;00;00;1
00000027328;000;0620;15;01;31;14;02;2006;008;F2;1;1;00;00;1
00000016421;000;0610;20;01;01;14;02;1996;008;F2;1;1;00;00;1
00000047727;000;0610;15;01;31;14;02;2009;008;F2;2;1;00;00;1
00000116336;000;4772;10;01;01;14;01;2013;004;M;1;1;00;00;9.68421052631579
00000172727;000;4630;13;02;06;14;01;2018;004;F1;1;1;00;00;8.58620689655172
00000178368;000;4663;17;01;01;14;01;2016;004;M;1;1;00;00;8.5
00000155823;000;1071;15;01;10;14;01;2009;011;D2;1;1;00;00;8.5
00000176359;000;4100;01;07;01;14;01;2018;005;F2;1;1;00;00;8.33333333333333
00000012168;000;8521;15;01;04;14;01;1923;003;F2;1;1;00;00;7.6
00000012366;000;8521;15;01;18;14;01;1939;003;F2;1;1;00;00;7.6
00000013806;000;8521;15;01;16;14;01;1952;003;F2;1;1;00;00;7.6
00000144175;000;8510;04;01;22;14;01;2008;003;F2;1;1;00;00;7.25
00000094625;000;8020;15;01;03;14;01;1999;016;F2;1;1;00;00;6.666667
00000176059;000;7120;07;01;01;14;01;2018;016;F2;1;1;00;00;6
00000175758;000;7110;15;01;15;14;01;2017;016;M;1;1;00;00;52.125
00000159854;000;4100;16;01;01;14;01;2018;005;F2;1;1;00;00;51
00000006146;000;4730;08;09;01;14;01;2006;004;F1;1;1;00;00;5.82352941176471
00000012650;000;8521;08;01;08;14;01;1993;003;F2;1;1;00;00;5
00000012651;000;8521;08;01;01;14;01;1968;003;F2;1;1;00;00;5
00000175921;000;4100;14;01;01;14;01;2017;005;M;2;1;00;00;41.5
00000048420;000;4730;22;06;01;14;01;2007;004;F1;1;1;00;00;4.26666666666667
00000015086;000;8510;18;03;03;14;01;1994;003;M;1;1;00;00;4
00000012727;000;8521;07;01;01;14;01;1964;003;F2;1;1;00;00;3.333333
00000012728;000;8521;07;01;01;14;01;1913;003;F2;1;1;00;00;3.333333
00000002313;000;8530;16;01;01;14;01;2008;014;F2;1;1;00;00;3
00000014533;000;8510;21;01;01;14;01;2015;003;M;3;1;00;00;27
00000113470;000;8299;15;01;31;14;01;2012;016;F2;1;1;00;00;25.7
00000052265;000;5022;16;01;13;14;01;2007;013;M;1;1;00;00;24
00000152517;000;7110;15;01;15;14;01;2016;016;F2;1;1;00;00;23.65
00000157394;000;4752;24;02;01;14;01;2017;004;F1;1;1;00;00;2.71428571428571
00000166822;000;4663;01;07;01;14;01;2016;004;F1;1;1;00;00;2.71428571428571
00000018031;000;9609;15;01;31;14;01;1997;016;F2;1;1;00;00;2.083333
00000047772;000;4100;15;01;22;14;01;2013;005;F2;1;1;00;00;2.0421686746988
00000120782;000;4100;15;01;40;14;01;2014;005;F2;1;1;00;00;2.0421686746988
00000121028;000;4100;15;01;22;14;01;2014;005;F2;2;1;00;00;2.0421686746988
00000152581;000;4100;15;01;22;14;01;2016;005;F2;1;1;00;00;2.0421686746988
00000159165;000;4100;15;01;31;14;01;2016;005;F2;2;1;00;00;2.0421686746988
00000159763;000;4100;15;01;40;14;01;2018;005;F2;2;1;00;00;2.0421686746988
00000159779;000;4100;15;01;41;14;01;2018;005;F2;1;1;00;00;2.0421686746988
00000166482;000;4100;15;01;22;14;01;2017;005;F2;2;1;00;00;2.0421686746988
00000175734;000;4100;15;01;20;14;01;2017;005;F2;1;1;00;00;2.0421686746988
00000175827;000;4100;15;01;31;14;01;2017;005;F2;1;1;00;00;2.0421686746988
00000027905;000;9609;07;01;01;14;01;2007;016;F2;1;1;00;00;2
00000013875;000;8521;15;01;14;14;01;1958;003;F2;1;1;00;00;16.666667
00000080662;000;8521;15;02;01;14;01;1988;003;M;1;1;00;00;16.666667
00000049551;000;4663;15;01;36;14;01;1999;004;F1;1;1;00;00;15.1008771929825
00000151584;000;4772;15;01;25;14;01;2013;004;F1;1;1;00;00;13.3684210526316
00000175760;000;8690;15;01;31;14;01;2018;016;F2;1;1;00;00;11.95
00000012736;000;8510;15;01;14;14;01;1982;003;F2;1;1;00;00;10.9375
00000013987;000;8510;15;01;03;14;01;1993;003;F2;1;1;00;00;10.9375
00000046736;000;8510;15;01;04;14;01;1933;003;F2;1;1;00;00;10.9375
00000166456;000;6820;15;01;31;14;01;2017;016;F2;1;1;00;00;1.921569
00000121899;000;6810;15;01;30;14;01;2008;016;F2;1;1;00;00;1.921569
00000014955;000;4922;15;01;15;14;01;1994;013;F2;1;1;00;00;1.525641
00000033259;000;8299;15;01;22;14;01;2008;016;F2;1;1;00;00;1.5
00000158704;000;8299;15;01;22;14;01;2015;016;F2;2;1;00;00;1.5
00000176794;000;8299;15;01;31;14;01;2014;016;F2;1;1;00;00;1.5
00000145658;000;7110;15;01;31;14;01;2015;016;F2;1;1;00;00;1.377358
00000158957;000;7110;15;01;22;14;01;2016;016;F2;1;1;00;00;1.377358
00000018212;000;1080;15;01;19;14;01;1998;011;D2;1;1;00;00;1.34210526315789
00000113400;000;4290;11;04;01;14;01;2013;005;F2;2;1;00;00;1.33333333333333
00000010043;000;8010;15;01;08;14;01;1985;016;F2;1;2;09;21;1.305556
00000152443;000;5021;16;01;01;14;01;2016;013;F2;1;1;00;00;1.285714
00000021565;000;6190;15;01;22;14;01;2000;013;F2;1;1;00;00;1.280702
00000030029;000;7110;15;01;31;14;01;2010;016;F2;1;1;00;00;1.276316
00000159192;000;7020;15;01;31;14;01;2016;016;F2;1;1;00;00;1.276316
00000018187;000;4690;15;01;32;14;01;1998;004;F1;1;1;00;00;1.24135393671818
00000120643;000;4690;15;01;01;14;01;2015;004;F1;1;1;00;00;1.24135393671818
00000159786;000;4661;15;01;31;14;01;2018;004;F1;1;1;00;00;1.24135393671818
00000114681;000;4659;15;01;40;14;01;2009;004;F1;1;1;00;00;1.24135393671818
00000011592;000;4752;15;01;08;14;01;1982;004;F1;1;1;00;00;1.23098591549296
00000121977;000;4290;15;01;01;14;01;2014;005;F2;1;1;00;00;1.22680412371134
00000152706;000;4290;15;01;31;14;01;2017;005;F2;1;1;00;00;1.22680412371134
00000155115;000;4290;15;01;31;14;01;2018;005;F2;1;1;00;00;1.22680412371134
00000159058;000;4290;15;01;22;14;01;2016;005;F2;1;1;00;00;1.22680412371134
00000121060;000;4220;15;01;01;14;01;2017;005;F2;1;1;00;00;1.22680412371134
00000152438;000;4220;15;01;30;14;01;2016;005;F2;1;1;00;00;1.22680412371134
00000159462;000;4220;15;01;30;14;01;2017;005;F2;1;1;00;00;1.22680412371134
00000029997;000;4210;15;01;22;14;01;2010;005;F2;1;1;00;00;1.22680412371134
00000120764;000;4210;15;01;41;14;01;2014;005;F2;2;1;00;00;1.22680412371134
00000154568;000;4210;15;01;31;14;01;2015;005;F2;1;1;00;00;1.22680412371134
00000159335;000;4210;15;01;31;14;01;2017;005;F2;1;1;00;00;1.22680412371134
00000159690;000;4210;15;01;22;14;01;2018;005;F2;2;1;00;00;1.22680412371134
00000159719;000;4210;15;01;14;14;01;2018;005;F2;2;1;00;00;1.22680412371134
00000159804;000;4210;15;01;22;14;01;2018;005;F2;1;1;00;00;1.22680412371134
00000175650;000;4210;15;01;31;14;01;2016;005;F2;1;1;00;00;1.22680412371134
00000178596;000;4210;15;01;31;14;01;2016;005;F2;1;1;00;00;1.22680412371134
00000152159;000;6209;15;01;31;14;01;2015;016;F2;1;1;00;00;1.209877
00000122132;000;6202;15;01;11;14;01;2010;016;F2;1;1;00;00;1.209877
00000134289;000;6202;15;01;40;14;01;2015;016;F2;1;1;00;00;1.209877
00000028704;000;4390;15;01;31;14;01;2009;005;F2;2;1;00;00;1.20588235294118
00000116135;000;4390;15;01;20;14;01;1999;005;F2;1;1;00;00;1.20588235294118
00000152385;000;4390;15;01;31;14;01;2016;005;F2;1;1;00;00;1.20588235294118
00000022529;000;4923;13;01;04;14;01;2006;013;F2;1;1;00;00;1.148148
00000112740;000;4773;12;01;01;14;01;2008;004;F1;1;1;00;00;1.14285714285714
00000012838;000;4730;12;01;07;14;01;1951;004;F1;1;1;00;00;1.14285714285714
00000016887;000;2220;15;01;03;14;01;1996;011;D2;1;1;00;00;1.11111111111111
00000021743;000;2220;15;01;32;14;01;2000;011;D2;1;1;00;00;1.11111111111111
00000176361;000;3312;15;01;31;14;01;2018;011;D2;1;1;00;00;1.0625
00000015442;000;8530;15;01;22;14;01;1997;014;F2;1;1;00;00;1.021277
00000011984;000;8521;15;01;31;14;01;1955;003;F2;1;1;00;00;1.021277
00000012015;000;8521;15;01;14;14;01;1965;003;F2;1;1;00;00;1.021277
00000012362;000;8521;15;01;14;14;01;1970;003;F2;1;1;00;00;1.021277
00000012365;000;8521;15;01;33;14;01;1969;003;F2;1;1;00;00;1.021277
00000012368;000;8521;15;01;30;14;01;1967;003;F2;1;1;00;00;1.021277
00000012424;000;8521;15;01;40;14;01;1939;003;F2;1;1;00;00;1.021277
00000012686;000;8521;15;01;31;14;01;1942;003;F2;1;1;00;00;1.021277
00000013813;000;8521;15;01;36;14;01;1979;003;F2;1;1;00;00;1.021277
00000014069;000;8521;15;01;36;14;01;1962;003;F2;1;1;00;00;1.021277
00000014105;000;8521;15;01;03;14;01;1917;003;F2;1;1;00;00;1.021277
00000014892;000;8521;15;01;22;14;01;1956;003;F2;1;1;00;00;1.021277
00000013828;000;8510;20;01;04;14;01;1967;003;F2;1;1;00;00;1.021277
00000012729;000;8530;15;01;21;14;01;1850;014;F2;1;1;00;00;1
00000013277;000;8530;12;01;01;14;01;1983;014;F2;1;1;00;00;1
00000168841;000;8530;15;05;01;14;01;1993;014;F2;1;1;00;00;1
00000012658;000;8521;08;01;05;14;01;1939;003;F2;1;1;00;00;1
00000013964;000;8521;13;01;11;14;01;1957;003;F2;1;1;00;00;1
00000013004;000;8510;07;01;02;14;01;1989;003;F2;1;1;00;00;1
00000014639;000;8299;13;01;01;14;01;1993;016;F2;1;1;00;00;1
00000031868;000;7730;04;01;01;14;01;2010;016;F2;1;1;00;00;1
00000122312;000;7730;04;01;26;14;01;2012;016;F2;2;1;00;00;1
00000110113;000;7110;20;07;01;14;01;2013;016;F2;2;1;00;00;1
00000165853;000;7110;21;11;01;14;01;2017;016;M;2;1;00;00;1
00000152595;000;7020;15;01;31;14;01;2017;016;F2;1;1;00;00;1
00000011089;000;6910;15;01;22;14;01;1974;016;F2;1;1;00;00;1
00000029114;000;6910;20;01;01;14;01;2009;016;F2;1;1;00;00;1
00000110826;000;6910;15;01;31;14;01;2013;016;F2;1;1;00;00;1
00000018528;000;6120;13;01;01;14;01;1997;013;F2;1;1;00;00;1
00000121698;000;5911;15;01;31;14;01;2014;016;F2;1;1;00;00;1
00000018045;000;5210;07;01;01;14;01;1998;013;F2;2;1;00;00;1
00000122425;000;5210;07;01;01;14;01;2014;013;F2;1;1;00;00;1
00000117119;000;4772;15;01;31;14;01;2013;004;F1;1;1;00;00;1
00000145733;000;4690;15;01;40;14;01;2013;004;M;1;1;00;00;1
00000023822;000;4661;16;01;01;14;01;2004;004;F1;1;1;00;00;1
00000012532;000;4530;08;01;08;14;01;1977;004;F1;1;1;00;00;1
00000028922;000;4390;15;01;22;14;01;2010;005;F2;1;1;00;00;1
00000159781;000;4290;22;09;01;14;01;2018;005;F2;1;1;00;00;1
00000159848;000;4290;15;01;30;14;01;2018;005;F2;2;2;08;24;1
00000120621;000;4220;13;01;01;14;01;2014;005;M;2;1;00;00;1
00000152506;000;4220;15;01;31;14;01;2016;005;M;2;1;00;00;1
00000159594;000;4220;25;01;05;14;01;2018;005;F2;1;1;00;00;1
00000159644;000;4220;08;01;04;14;01;2017;005;F2;2;1;00;00;1
00000159751;000;4220;13;01;01;14;01;2018;005;F2;1;1;00;00;1
00000175640;000;4220;14;01;01;14;01;2017;005;F2;1;1;00;00;1
00000175654;000;4220;22;09;01;14;01;2017;005;M;2;1;00;00;1
00000175994;000;4220;02;01;01;14;01;2018;005;M;2;1;00;00;1
00000152684;000;4210;10;01;02;14;01;2017;005;F2;1;1;00;00;1
00000159676;000;4210;21;11;01;14;01;2017;005;F2;1;1;00;00;1
00000159766;000;4210;02;01;05;14;01;2018;005;F2;2;1;00;00;1
00000159806;000;4210;15;01;30;14;01;2018;005;F2;2;1;00;00;1
00000176122;000;4210;10;01;01;14;01;2018;005;M;3;1;00;00;1
00000178716;000;4210;06;08;01;14;01;2017;005;M;3;1;00;00;1
00000030067;000;4100;15;01;01;14;01;2011;005;M;2;1;00;00;1
00000120689;000;4100;15;01;31;14;01;2013;005;F2;2;1;00;00;1
00000122439;000;4100;15;01;41;14;01;2017;005;F2;1;1;00;00;1
