IRUC;NROESTABLEC;CIIU;CCDD;CCPP;CCDI;CODORGJURIDICA;CODREGPROPIEDAD;FecAniversario;CODSECTOR;CODFORMATO;texto1;texto2;texto3;texto4;FAC_EXP
00000026402;000;8010;15;01;31;04;01;2005;016;F2;1;1;00;00;1.305556
00000026922;000;8010;15;01;15;04;01;2005;016;F2;1;1;00;00;1.305556
00000027260;000;8010;15;01;17;04;01;2006;016;F2;1;1;00;00;1.305556
00000027539;000;8010;15;01;32;04;01;2006;016;F2;1;1;00;00;1.305556
00000028632;000;8010;15;01;41;04;01;2009;016;F2;1;1;00;00;1.305556
00000028743;000;8010;15;01;20;04;01;2009;016;F2;1;1;00;00;1.305556
00000110526;000;8010;15;01;23;04;01;2012;016;F2;1;1;00;00;1.305556
00000121957;000;8010;15;01;22;04;01;2009;016;F2;1;1;00;00;1.305556
00000157307;000;8010;15;01;40;04;01;2016;016;F2;1;2;03;24;1.305556
00000170849;000;8010;15;01;03;04;01;2011;016;F2;1;1;00;00;1.305556
00000029556;000;1080;15;08;12;04;01;2001;011;D2;1;1;00;00;1.3
00000112554;000;1080;15;05;05;04;01;2014;011;D2;1;1;00;00;1.3
00000028278;000;1030;15;05;07;04;01;2008;011;D2;1;1;00;00;1.3
00000032815;000;1030;15;05;07;04;01;2010;011;D2;1;1;00;00;1.3
00000049818;000;1030;15;06;01;04;01;1993;011;D2;1;1;00;00;1.3
00000033424;000;1010;15;06;04;04;01;1998;011;D2;1;1;00;00;1.3
00000016442;000;9329;15;01;36;04;01;1996;016;F2;1;1;00;00;1.294118
00000021490;000;9329;15;01;16;04;01;2000;016;F2;1;1;00;00;1.294118
00000023051;000;9329;15;01;22;04;01;2004;016;F2;1;1;00;00;1.294118
00000025379;000;9329;15;01;22;04;01;2002;016;F2;1;1;00;00;1.294118
00000026948;000;9329;15;01;16;04;01;2006;016;F2;1;1;00;00;1.294118
00000032968;000;9329;15;01;01;04;01;2011;016;F2;1;1;00;00;1.294118
00000115954;000;9329;15;01;01;04;01;2012;016;F2;1;1;00;00;1.294118
00000121609;000;9329;15;01;01;04;01;2013;016;F2;1;1;00;00;1.294118
00000150625;000;9329;15;01;04;04;01;2005;016;F2;1;1;00;00;1.294118
00000172604;000;9329;15;01;41;04;01;2012;016;F2;1;1;00;00;1.294118
00000032146;000;9312;15;01;22;04;01;2008;016;F2;1;1;00;00;1.294118
00000152103;000;9311;15;01;22;04;01;2015;016;F2;1;1;00;00;1.294118
00000011825;000;5022;16;01;01;04;01;1981;013;F2;1;1;00;00;1.285714
00000145615;000;5022;16;02;01;04;01;2015;013;F2;1;1;00;00;1.285714
00000013384;000;4690;13;01;01;04;01;1985;004;F1;1;1;00;00;1.28358208955224
00000013400;000;4690;13;01;01;04;01;1992;004;F1;1;1;00;00;1.28358208955224
00000019767;000;4690;13;01;01;04;01;2000;004;F1;1;1;00;00;1.28358208955224
00000019883;000;4690;13;01;01;04;01;2003;004;F1;1;1;00;00;1.28358208955224
00000022550;000;4690;13;01;01;04;01;2007;004;F1;1;1;00;00;1.28358208955224
00000114343;000;4690;13;02;05;04;01;2013;004;F1;1;1;00;00;1.28358208955224
00000115153;000;4690;13;01;07;04;01;2019;004;F1;1;1;00;00;1.28358208955224
00000122085;000;4690;13;01;01;04;01;2015;004;F1;1;1;00;00;1.28358208955224
00000158271;000;4690;13;01;01;04;01;2014;004;F1;1;1;00;00;1.28358208955224
00000022435;000;4669;13;07;02;04;01;2005;004;F1;1;1;00;00;1.28358208955224
00000018532;000;4663;13;01;01;04;01;1998;004;F1;1;1;00;00;1.28358208955224
00000019735;000;4663;13;01;01;04;01;1999;004;F1;1;1;00;00;1.28358208955224
00000114548;000;4663;13;01;01;04;01;2009;004;F1;1;1;00;00;1.28358208955224
00000119956;000;4663;13;01;01;04;01;2007;004;F1;1;1;00;00;1.28358208955224
00000158263;000;4663;13;01;01;04;01;2013;004;F1;1;1;00;00;1.28358208955224
00000172843;000;4663;13;01;01;04;01;2010;004;F1;1;1;00;00;1.28358208955224
00000015837;000;4661;13;01;01;04;01;1996;004;F1;1;1;00;00;1.28358208955224
00000022339;000;4661;13;01;05;04;01;2004;004;F1;1;1;00;00;1.28358208955224
00000047866;000;4661;13;02;02;04;01;2010;004;F1;1;1;00;00;1.28358208955224
00000116048;000;4661;13;01;01;04;01;2012;004;F1;1;1;00;00;1.28358208955224
00000172719;000;4649;13;01;01;04;01;2009;004;F1;1;1;00;00;1.28358208955224
00000013472;000;4630;13;01;01;04;01;1978;004;F1;1;1;00;00;1.28358208955224
00000019754;000;4630;13;01;01;04;01;2000;004;F1;1;1;00;00;1.28358208955224
00000019887;000;4630;13;01;01;04;01;2003;004;F1;1;1;00;00;1.28358208955224
00000022387;000;4630;13;01;01;04;01;2004;004;F1;1;1;00;00;1.28358208955224
00000025970;000;4630;13;01;01;04;01;2003;004;F1;1;1;00;00;1.28358208955224
00000115566;000;4630;13;01;01;04;01;2012;004;F1;1;1;00;00;1.28358208955224
00000119580;000;4630;13;01;01;04;01;2012;004;F1;1;1;00;00;1.28358208955224
00000120923;000;4630;13;01;01;04;01;2015;004;F1;1;1;00;00;1.28358208955224
00000145712;000;4630;13;01;11;04;01;2014;004;F1;1;1;00;00;1.28358208955224
00000150249;000;4630;13;01;05;04;01;2015;004;F1;1;1;00;00;1.28358208955224
00000156722;000;4630;13;06;01;04;01;2010;004;F1;1;1;00;00;1.28358208955224
00000158873;000;4630;13;01;03;04;01;2016;004;F1;1;1;00;00;1.28358208955224
00000166844;000;4630;13;01;02;04;01;2016;004;F1;1;1;00;00;1.28358208955224
00000115768;000;4620;13;01;11;04;01;2013;004;F1;1;1;00;00;1.28358208955224
00000119508;000;4620;13;01;01;04;01;2009;004;F1;1;1;00;00;1.28358208955224
00000156596;000;4620;13;01;02;04;01;2011;004;F1;1;1;00;00;1.28358208955224
00000157864;000;4620;13;01;11;04;01;2012;004;F1;1;1;00;00;1.28358208955224
00000171939;000;4620;13;01;01;04;01;2011;004;F1;1;1;00;00;1.28358208955224
00000176646;000;6202;15;01;22;04;01;2014;016;F2;1;1;00;00;1.280702
00000016863;000;6190;15;01;20;04;01;1998;013;F2;1;1;00;00;1.280702
00000021362;000;6190;15;01;31;04;01;1999;013;F2;1;1;00;00;1.280702
00000025447;000;6190;15;01;22;04;01;2002;013;F2;1;1;00;00;1.280702
00000025860;000;6190;15;01;12;04;01;2003;013;F2;1;1;00;00;1.280702
00000027627;000;6190;15;01;05;04;01;2006;013;F2;1;1;00;00;1.280702
00000048086;000;6190;15;01;31;04;01;2010;013;F2;1;1;00;00;1.280702
00000048089;000;6190;15;01;41;04;01;2004;013;F2;1;1;00;00;1.280702
00000048378;000;6190;15;01;15;04;01;2009;013;F2;1;1;00;00;1.280702
00000109090;000;6190;15;01;22;04;01;2006;013;F2;1;1;00;00;1.280702
00000110851;000;6190;15;01;22;04;01;2014;013;F2;1;1;00;00;1.280702
00000110871;000;6190;15;01;22;04;01;2014;013;F2;1;1;00;00;1.280702
00000117044;000;6190;15;01;30;04;01;2013;013;F2;1;1;00;00;1.280702
00000120645;000;6190;15;01;10;04;01;2014;013;F2;1;1;00;00;1.280702
00000121112;000;6190;15;01;15;04;01;2012;013;F2;1;2;10;22;1.280702
00000121605;000;6190;15;01;17;04;01;2001;013;F2;1;1;00;00;1.280702
00000122619;000;6190;15;01;40;04;01;2000;013;F2;1;1;00;00;1.280702
00000122636;000;6190;15;01;22;04;01;2014;013;F2;1;1;00;00;1.280702
00000144975;000;6190;15;01;22;04;01;2010;013;F2;1;1;00;00;1.280702
00000150272;000;6190;15;01;31;04;01;2002;013;F2;1;1;00;00;1.280702
00000150895;000;6190;15;01;15;04;01;2009;013;F2;1;2;10;22;1.280702
00000151293;000;6190;15;01;16;04;01;2011;013;F2;1;1;00;00;1.280702
00000151506;000;6190;15;01;31;04;01;2013;013;F2;1;1;00;00;1.280702
00000152339;000;6190;15;01;31;04;01;2016;013;F2;1;1;00;00;1.280702
00000168653;000;6190;15;01;14;04;01;2006;013;F2;1;1;00;00;1.280702
00000174166;000;6190;15;01;31;04;01;2014;013;F2;1;1;00;00;1.280702
00000024804;000;6130;15;01;03;04;01;2001;013;F2;1;2;07;25;1.280702
00000173169;000;6130;15;01;22;04;01;2014;013;F2;1;1;00;00;1.280702
00000109691;000;6120;15;01;41;04;01;2007;013;F2;1;1;00;00;1.280702
00000024684;000;6110;15;01;31;04;01;2011;013;F2;1;1;00;00;1.280702
00000121477;000;6110;15;01;01;04;01;2013;013;F2;1;1;00;00;1.280702
00000010207;000;7020;15;01;40;04;01;1985;016;F2;1;1;00;00;1.276316
00000010450;000;7020;15;01;15;04;01;1977;016;F2;1;1;00;00;1.276316
00000012438;000;7020;15;01;36;04;01;1993;016;F2;1;1;00;00;1.276316
00000015509;000;7020;15;01;22;04;01;1995;016;F2;1;1;00;00;1.276316
00000016159;000;7020;15;01;30;04;01;1994;016;F2;1;1;00;00;1.276316
00000017837;000;7020;15;01;31;04;01;1997;016;F2;1;1;00;00;1.276316
00000018026;000;7020;15;01;30;04;01;1996;016;F2;1;1;00;00;1.276316
00000018202;000;7020;15;01;20;04;01;1998;016;F2;1;1;00;00;1.276316
00000021667;000;7020;15;01;22;04;01;2000;016;F2;1;1;00;00;1.276316
00000024638;000;7020;15;01;30;04;01;2001;016;F2;1;1;00;00;1.276316
00000024661;000;7020;15;01;40;04;01;2001;016;F2;1;1;00;00;1.276316
00000025049;000;7020;15;01;40;04;01;2002;016;F2;1;1;00;00;1.276316
00000025177;000;7020;15;01;40;04;01;2002;016;F2;1;1;00;00;1.276316
00000026054;000;7020;15;01;20;04;01;2004;016;F2;1;1;00;00;1.276316
00000026621;000;7020;15;01;30;04;01;2005;016;F2;1;1;00;00;1.276316
00000026641;000;7020;15;01;01;04;01;2005;016;F2;1;1;00;00;1.276316
00000027215;000;7020;15;01;20;04;01;2006;016;F2;1;1;00;00;1.276316
00000028733;000;7020;15;01;31;04;01;2009;016;F2;1;1;00;00;1.276316
00000033603;000;7020;15;01;31;04;01;2009;016;F2;1;3;01;18;1.276316
00000048107;000;7020;15;01;41;04;01;2010;016;F2;1;1;00;00;1.276316
00000048112;000;7020;15;01;40;04;01;2011;016;F2;1;1;00;00;1.276316
00000048156;000;7020;15;01;31;04;01;2005;016;F2;1;1;00;00;1.276316
00000052404;000;7020;15;01;31;04;01;2010;016;F2;1;1;00;00;1.276316
00000110775;000;7020;15;01;31;04;01;2013;016;F2;1;1;00;00;1.276316
00000113380;000;7020;15;01;41;04;01;2012;016;F2;1;1;00;00;1.276316
00000114177;000;7020;15;01;40;04;01;2009;016;F2;1;1;00;00;1.276316
00000117505;000;7020;15;01;30;04;01;2005;016;F2;1;1;00;00;1.276316
00000118906;000;7020;15;01;31;04;01;2007;016;F2;1;1;00;00;1.276316
00000120762;000;7020;15;01;20;04;01;2015;016;F2;1;1;00;00;1.276316
00000121708;000;7020;15;01;31;04;01;2009;016;F2;1;1;00;00;1.276316
00000131225;000;7020;15;01;20;04;01;2011;016;F2;1;1;00;00;1.276316
00000151923;000;7020;15;01;14;04;01;2015;016;F2;1;1;00;00;1.276316
00000156238;000;7020;15;01;41;04;01;2011;016;F2;1;1;00;00;1.276316
00000158577;000;7020;15;01;20;04;01;2015;016;F2;2;1;00;00;1.276316
00000159450;000;7020;15;01;03;04;01;2017;016;F2;1;1;00;00;1.276316
00000178219;000;7020;15;01;30;04;01;2016;016;F2;1;1;00;00;1.276316
00000048443;000;7010;15;01;42;04;01;2015;016;F2;1;1;00;00;1.276316
00000012783;000;4730;23;01;01;04;01;1979;004;F1;1;1;00;00;1.27272727272727
00000028474;000;4730;23;01;10;04;01;2001;004;F1;1;1;00;00;1.27272727272727
00000115826;000;4730;23;01;01;04;01;2012;004;F1;1;1;00;00;1.27272727272727
00000011404;000;2790;15;01;01;04;01;1992;011;D2;1;1;00;00;1.27272727272727
00000024566;000;2790;15;01;17;04;01;2001;011;D2;1;1;00;00;1.27272727272727
00000157797;000;2790;15;01;03;04;01;2010;011;D2;1;1;00;00;1.27272727272727
00000014047;000;2750;15;01;32;04;01;1993;011;D2;1;1;00;00;1.27272727272727
00000021676;000;2740;15;01;33;04;01;2000;011;D2;1;1;00;00;1.27272727272727
00000012680;000;2732;15;01;19;04;01;1992;011;D2;1;1;00;00;1.27272727272727
00000016161;000;2732;15;01;15;04;01;1995;011;D2;1;1;00;00;1.27272727272727
00000019499;000;2720;15;01;25;04;01;1999;011;D2;1;3;10;23;1.27272727272727
00000010850;000;2710;15;01;05;04;01;1990;011;D2;1;1;00;00;1.27272727272727
00000011979;000;2710;15;01;41;04;01;1993;011;D2;1;1;00;00;1.27272727272727
00000016233;000;2710;15;01;01;04;01;1995;011;D2;1;1;00;00;1.27272727272727
00000121578;000;2710;15;01;25;04;01;2009;011;D2;1;1;00;00;1.27272727272727
00000010793;000;2599;15;01;03;04;01;1967;011;D2;1;1;00;00;1.25454545454545
00000011363;000;2599;15;01;01;04;01;1985;011;D2;1;1;00;00;1.25454545454545
00000011594;000;2599;15;01;41;04;01;1943;011;D2;1;1;00;00;1.25454545454545
00000013886;000;2599;15;01;12;04;01;1993;011;D2;1;1;00;00;1.25454545454545
00000015273;000;2599;15;01;17;04;01;1994;011;D2;1;1;00;00;1.25454545454545
00000016472;000;2599;15;01;01;04;01;1994;011;D2;1;1;00;00;1.25454545454545
00000018152;000;2599;15;01;41;04;01;1998;011;D2;1;1;00;00;1.25454545454545
00000025316;000;2599;15;01;03;04;01;2007;011;D2;1;1;00;00;1.25454545454545
00000028769;000;2599;15;01;40;04;01;2009;011;D2;1;1;00;00;1.25454545454545
00000030370;000;2599;15;01;08;04;01;2007;011;D2;1;1;00;00;1.25454545454545
00000010020;000;2593;15;01;03;04;01;1966;011;D2;1;1;00;00;1.25454545454545
00000010865;000;2593;15;01;42;04;01;1975;011;D2;1;1;00;00;1.25454545454545
00000026987;000;2593;15;01;42;04;01;2005;011;D2;1;3;05;24;1.25454545454545
00000109744;000;2593;15;01;03;04;01;2007;011;D2;1;1;00;00;1.25454545454545
00000028764;000;2520;15;01;18;04;01;2009;011;D2;1;1;00;00;1.25454545454545
00000010055;000;2511;15;01;15;04;01;1960;011;D2;1;1;00;00;1.25454545454545
00000011136;000;2511;15;01;31;04;01;1980;011;D2;1;1;00;00;1.25454545454545
00000011648;000;2511;15;01;08;04;01;1983;011;D2;1;1;00;00;1.25454545454545
00000019245;000;2511;15;01;19;04;01;1998;011;D2;1;1;00;00;1.25454545454545
00000021543;000;2511;15;01;42;04;01;2000;011;D2;1;1;00;00;1.25454545454545
00000021761;000;2511;15;01;03;04;01;2000;011;D2;1;1;00;00;1.25454545454545
00000021777;000;2511;15;01;32;04;01;2000;011;D2;1;1;00;00;1.25454545454545
00000023635;000;2511;15;01;18;04;01;2008;011;D2;1;1;00;00;1.25454545454545
00000027940;000;2511;15;01;08;04;01;2007;011;D2;1;1;00;00;1.25454545454545
00000047748;000;2511;15;01;03;04;01;2005;011;D2;1;1;00;00;1.25454545454545
00000154719;000;2511;15;01;19;04;01;2015;011;D2;1;1;00;00;1.25454545454545
00000151135;000;2431;15;01;01;04;01;2010;011;D2;1;1;00;00;1.25454545454545
00000016996;000;7490;15;01;31;04;01;1996;016;F2;1;1;00;00;1.25
00000021678;000;7490;15;01;01;04;01;2000;016;F2;1;1;00;00;1.25
00000027273;000;7490;15;01;31;04;01;2006;016;F2;1;1;00;00;1.25
00000027373;000;7490;15;01;31;04;01;2006;016;F2;1;1;00;00;1.25
00000027606;000;7490;15;01;25;04;01;2006;016;F2;1;1;00;00;1.25
00000033202;000;7490;15;01;22;04;01;2010;016;F2;1;1;00;00;1.25
00000048111;000;7490;15;01;22;04;01;2010;016;F2;1;1;00;00;1.25
00000110559;000;7490;15;01;22;04;01;2012;016;F2;1;1;00;00;1.25
00000112890;000;7490;15;01;30;04;01;2007;016;F2;1;1;00;00;1.25
00000115178;000;7490;15;01;30;04;01;2011;016;F2;1;1;00;00;1.25
00000120933;000;7490;15;01;32;04;01;2013;016;F2;1;1;00;00;1.25
00000155218;000;7490;15;01;20;04;01;2013;016;F2;1;1;00;00;1.25
00000157967;000;7490;15;01;04;04;01;2011;016;F2;1;1;00;00;1.25
00000158035;000;7490;15;01;17;04;01;2012;016;F2;1;1;00;00;1.25
00000168791;000;7490;15;01;31;04;01;2006;016;F2;1;1;00;00;1.25
00000172906;000;7490;15;01;31;04;01;2013;016;F2;1;1;00;00;1.25
00000178804;000;7490;15;01;31;04;01;2017;016;F2;1;1;00;00;1.25
00000048154;000;7410;15;01;31;04;01;2003;016;F2;1;1;00;00;1.25
00000027586;000;4773;15;05;01;04;01;2006;004;F1;1;1;00;00;1.25
00000014908;000;4752;15;06;01;04;01;1994;004;F1;1;1;00;00;1.25
00000020743;000;4730;05;01;01;04;01;2001;004;F1;1;1;00;00;1.25
00000030089;000;4730;15;08;05;04;01;2008;004;F1;1;1;00;00;1.25
00000114016;000;4730;15;02;01;04;01;2010;004;F1;1;1;00;00;1.25
00000158479;000;4721;15;08;05;04;01;2012;004;F1;1;1;00;00;1.25
00000021850;000;4669;15;02;01;04;01;2009;004;F1;1;1;00;00;1.25
00000159476;000;4669;15;05;05;04;01;2017;004;F1;1;1;00;00;1.25
00000032719;000;4661;15;07;27;04;01;2010;004;F1;1;1;00;00;1.25
00000121087;000;4661;15;06;05;04;01;2010;004;F1;1;1;00;00;1.25
00000018931;000;4630;15;08;10;04;01;2010;004;F1;1;1;00;00;1.25
00000029543;000;4630;15;08;01;04;01;2000;004;F1;1;1;00;00;1.25
00000116836;000;4630;17;01;01;04;01;2012;004;F1;1;1;00;00;1.25
00000157460;000;4630;17;01;01;04;01;2007;004;F1;1;1;00;00;1.25
00000177307;000;4630;17;01;01;04;01;2016;004;F1;1;1;00;00;1.25
00000014819;000;4510;14;01;01;04;01;1994;004;F1;1;1;00;00;1.25
00000022317;000;4510;14;01;05;04;01;2009;004;F1;1;1;00;00;1.25
00000113563;000;4510;14;01;01;04;01;2012;004;F1;1;1;00;00;1.25
00000021208;000;2599;04;01;04;04;01;2006;011;D2;1;1;00;00;1.25
00000122510;000;1104;15;01;31;04;01;2015;011;D2;1;2;04;25;1.25
00000025619;000;1103;15;01;18;04;01;2003;011;D2;1;1;00;00;1.25
00000010116;000;1102;15;01;01;04;01;1960;011;D2;1;1;00;00;1.25
00000108669;000;1102;15;01;08;04;01;2011;011;D2;1;1;00;00;1.25
00000016070;000;4799;15;01;31;04;01;1995;004;F1;1;1;00;00;1.24135393671818
00000010694;000;4773;15;01;01;04;01;1969;004;F1;1;1;00;00;1.24135393671818
00000026329;000;4741;15;01;14;04;01;2004;004;F1;1;1;00;00;1.24135393671818
00000012241;000;4730;15;01;40;04;01;1993;004;F1;1;1;00;00;1.24135393671818
00000016862;000;4730;15;01;40;04;01;1996;004;F1;3;1;00;00;1.24135393671818
00000024853;000;4721;15;01;35;04;01;2002;004;F1;1;1;00;00;1.24135393671818
00000010015;000;4690;15;01;03;04;01;1967;004;F1;1;1;00;00;1.24135393671818
00000010017;000;4690;15;01;03;04;01;1980;004;F1;1;1;00;00;1.24135393671818
00000010075;000;4690;15;01;15;04;01;1939;004;F1;1;1;00;00;1.24135393671818
00000010126;000;4690;15;01;31;04;01;1978;004;F1;1;2;01;25;1.24135393671818
00000010714;000;4690;15;01;01;04;01;1960;004;F1;1;1;00;00;1.24135393671818
00000010872;000;4690;15;01;15;04;01;1989;004;F1;1;1;00;00;1.24135393671818
00000010901;000;4690;15;01;14;04;01;1983;004;F1;1;1;00;00;1.24135393671818
00000011027;000;4690;15;01;08;04;01;1970;004;F1;1;1;00;00;1.24135393671818
00000011098;000;4690;15;01;31;04;01;1988;004;F1;1;1;00;00;1.24135393671818
00000011512;000;4690;15;01;08;04;01;1986;004;F1;1;1;00;00;1.24135393671818
00000011589;000;4690;15;01;40;04;01;1987;004;F1;1;1;00;00;1.24135393671818
00000012097;000;4690;15;01;08;04;01;1993;004;F1;1;1;00;00;1.24135393671818
00000012112;000;4690;15;01;22;04;01;1992;004;F1;1;1;00;00;1.24135393671818
00000012683;000;4690;15;01;40;04;01;1991;004;F1;1;1;00;00;1.24135393671818
00000013893;000;4690;15;01;19;04;01;1993;004;F1;1;1;00;00;1.24135393671818
00000014442;000;4690;15;01;31;04;01;1993;004;F1;1;1;00;00;1.24135393671818
00000014477;000;4690;15;01;30;04;01;1993;004;F1;1;1;00;00;1.24135393671818
00000014572;000;4690;15;01;22;04;01;1993;004;F1;1;1;00;00;1.24135393671818
00000014913;000;4690;15;01;01;04;01;1994;004;F1;1;1;00;00;1.24135393671818
00000015322;000;4690;15;01;08;04;01;1994;004;F1;1;1;00;00;1.24135393671818
00000015583;000;4690;15;01;31;04;01;1994;004;F1;1;1;00;00;1.24135393671818
00000015615;000;4690;15;01;34;04;01;1995;004;F1;1;1;00;00;1.24135393671818
00000015628;000;4690;15;01;03;04;01;1995;004;F1;1;1;00;00;1.24135393671818
00000015660;000;4690;15;01;01;04;01;1995;004;F1;1;1;00;00;1.24135393671818
00000015731;000;4690;15;01;32;04;01;1995;004;F1;1;1;00;00;1.24135393671818
00000016176;000;4690;15;01;22;04;01;1995;004;F1;1;1;00;00;1.24135393671818
00000016439;000;4690;15;01;08;04;01;1996;004;F1;1;1;00;00;1.24135393671818
00000017222;000;4690;15;01;31;04;01;1997;004;F1;1;1;00;00;1.24135393671818
00000017262;000;4690;15;01;35;04;01;1997;004;F1;1;1;00;00;1.24135393671818
00000017286;000;4690;15;01;01;04;01;1997;004;F1;1;1;00;00;1.24135393671818
00000017535;000;4690;15;01;22;04;01;1997;004;F1;1;1;00;00;1.24135393671818
00000017988;000;4690;15;01;03;04;01;1997;004;F1;1;1;00;00;1.24135393671818
00000018022;000;4690;15;01;21;04;01;1998;004;F1;1;1;00;00;1.24135393671818
00000018185;000;4690;15;01;15;04;01;1998;004;F1;1;1;00;00;1.24135393671818
00000019193;000;4690;15;01;01;04;01;1998;004;F1;1;1;00;00;1.24135393671818
00000019402;000;4690;15;01;41;04;01;1999;004;F1;1;1;00;00;1.24135393671818
00000019506;000;4690;15;01;40;04;01;1999;004;F1;1;1;00;00;1.24135393671818
00000021358;000;4690;15;01;08;04;01;1999;004;F1;1;1;00;00;1.24135393671818
00000021474;000;4690;15;01;01;04;01;2000;004;F1;1;1;00;00;1.24135393671818
00000021520;000;4690;15;01;41;04;01;2000;004;F1;1;1;00;00;1.24135393671818
00000021644;000;4690;15;01;17;04;01;2000;004;F1;1;1;00;00;1.24135393671818
00000021860;000;4690;15;01;03;04;01;2009;004;F1;1;1;00;00;1.24135393671818
00000023668;000;4690;15;01;08;04;01;2008;004;F1;1;1;00;00;1.24135393671818
00000024529;000;4690;15;01;32;04;01;2001;004;F1;1;1;00;00;1.24135393671818
00000024575;000;4690;15;01;01;04;01;2001;004;F1;1;1;00;00;1.24135393671818
00000024654;000;4690;15;01;14;04;01;2001;004;F1;1;1;00;00;1.24135393671818
00000024721;000;4690;15;01;31;04;01;2001;004;F1;1;1;00;00;1.24135393671818
00000024808;000;4690;15;01;35;04;01;2002;004;F1;1;1;00;00;1.24135393671818
00000024938;000;4690;15;01;42;04;01;2001;004;F1;1;1;00;00;1.24135393671818
00000024987;000;4690;15;01;41;04;01;2002;004;F1;1;1;00;00;1.24135393671818
00000025180;000;4690;15;01;01;04;01;2002;004;F1;1;1;00;00;1.24135393671818
00000025230;000;4690;15;01;36;04;01;2002;004;F1;1;1;00;00;1.24135393671818
00000025273;000;4690;15;01;40;04;01;2002;004;F1;1;1;00;00;1.24135393671818
00000025291;000;4690;15;01;22;04;01;2002;004;F1;1;1;00;00;1.24135393671818
00000025308;000;4690;15;01;19;04;01;2002;004;F1;1;1;00;00;1.24135393671818
00000025342;000;4690;15;01;22;04;01;2002;004;F1;1;1;00;00;1.24135393671818
00000025539;000;4690;15;01;31;04;01;2003;004;F1;1;1;00;00;1.24135393671818
00000025789;000;4690;15;01;20;04;01;2003;004;F1;1;1;00;00;1.24135393671818
00000025812;000;4690;15;01;19;04;01;2014;004;F1;1;1;00;00;1.24135393671818
00000025988;000;4690;15;01;30;04;01;2003;004;F1;1;1;00;00;1.24135393671818
00000026011;000;4690;15;01;17;04;01;2004;004;F1;1;1;00;00;1.24135393671818
00000026284;000;4690;15;01;11;04;01;2004;004;F1;1;1;00;00;1.24135393671818
00000026418;000;4690;15;01;22;04;01;2004;004;F1;1;1;00;00;1.24135393671818
00000026436;000;4690;15;01;31;04;01;2004;004;F1;1;1;00;00;1.24135393671818
00000026561;000;4690;15;01;43;04;01;2005;004;F1;1;1;00;00;1.24135393671818
00000026566;000;4690;15;01;01;04;01;2005;004;F1;1;1;00;00;1.24135393671818
00000026619;000;4690;15;01;36;04;01;2005;004;F1;1;1;00;00;1.24135393671818
00000026632;000;4690;15;01;22;04;01;2005;004;F1;1;1;00;00;1.24135393671818
00000026664;000;4690;15;01;22;04;01;2005;004;F1;1;1;00;00;1.24135393671818
00000026706;000;4690;15;01;41;04;01;2005;004;F1;1;1;00;00;1.24135393671818
00000026843;000;4690;15;01;40;04;01;2005;004;F1;1;1;00;00;1.24135393671818
00000027037;000;4690;15;01;01;04;01;2008;004;F1;1;1;00;00;1.24135393671818
00000027093;000;4690;15;01;15;04;01;2005;004;F1;1;1;00;00;1.24135393671818
00000027419;000;4690;15;01;15;04;01;2006;004;F1;1;1;00;00;1.24135393671818
00000027432;000;4690;15;01;01;04;01;2006;004;F1;1;1;00;00;1.24135393671818
00000027545;000;4690;15;01;03;04;01;2000;004;F1;1;1;00;00;1.24135393671818
00000027554;000;4690;15;01;15;04;01;2006;004;F1;1;1;00;00;1.24135393671818
00000027669;000;4690;15;01;31;04;01;2007;004;F1;1;1;00;00;1.24135393671818
00000027698;000;4690;15;01;40;04;01;2006;004;F1;1;1;00;00;1.24135393671818
00000027860;000;4690;15;01;16;04;01;2009;004;F1;1;1;00;00;1.24135393671818
00000028002;000;4690;15;01;41;04;01;2007;004;F1;1;1;00;00;1.24135393671818
00000028028;000;4690;15;01;40;04;01;2016;004;F1;1;1;00;00;1.24135393671818
00000028065;000;4690;15;01;01;04;01;2007;004;F1;1;1;00;00;1.24135393671818
00000028211;000;4690;15;01;05;04;01;2008;004;F1;1;1;00;00;1.24135393671818
00000028664;000;4690;15;01;03;04;01;2009;004;F1;1;1;00;00;1.24135393671818
00000028849;000;4690;15;01;22;04;01;2009;004;F1;1;1;00;00;1.24135393671818
00000029642;000;4690;15;01;34;04;01;2005;004;F1;1;1;00;00;1.24135393671818
00000030173;000;4690;15;01;18;04;01;2009;004;F1;1;1;00;00;1.24135393671818
00000030983;000;4690;15;01;25;04;01;2008;004;F1;1;1;00;00;1.24135393671818
00000031519;000;4690;15;01;34;04;01;1998;004;F1;1;1;00;00;1.24135393671818
00000031889;000;4690;15;01;01;04;01;2007;004;F1;1;1;00;00;1.24135393671818
00000032117;000;4690;15;01;17;04;01;2010;004;F1;1;1;00;00;1.24135393671818
00000032949;000;4690;15;01;30;04;01;2010;004;F1;1;1;00;00;1.24135393671818
00000033228;000;4690;15;01;40;04;01;2010;004;F1;1;1;00;00;1.24135393671818
00000033372;000;4690;15;01;31;04;01;2011;004;F1;1;1;00;00;1.24135393671818
00000038295;000;4690;15;01;31;04;01;1996;004;F1;1;1;00;00;1.24135393671818
00000038852;000;4690;15;01;20;04;01;2000;004;F1;1;1;00;00;1.24135393671818
00000039196;000;4690;15;01;03;04;01;1989;004;F1;1;1;00;00;1.24135393671818
00000042580;000;4690;15;01;32;04;01;1999;004;F1;1;1;00;00;1.24135393671818
00000047329;000;4690;15;01;01;04;01;2004;004;F1;1;1;00;00;1.24135393671818
